Karol.=Karoline
Heinr.=Heinrich
Friedr.=Friedrich
Ludw.=Ludwig
Abrah.=Abraham
Amal.=Amalie
Kathar.=Katharina
Kath.=Katharina
Adelb.=Adelbert
Charl.=Charlotte
Karol.=Karoline
Osk.=Oskar
Fromh.=Fromhold
Leop.=Leopold
Gottfr.=Gottfried
Gottl.=Gottlieb
Eleon.=Eleonora
Wolfg.=Wolfgang
Herm.=Hermann
Zach.=Zacharias
